# NOTE: Due to Unicode character width variations, the formatting will appear
# broken in text editors. For proper viewing, use: cat mappings_comparison.txt
================================================================================

Total codepoints: 1114112
Inconsistencies found: 2210

Inconsistencies:

Codepoint | Char    | Elixir Result | JavaScript Result
56935     | invalid | -             | 56935
56936     | invalid | -             | 56936
56937     | invalid | -             | 56937
56938     | invalid | -             | 56938
56939     | invalid | -             | 56939
56940     | invalid | -             | 56940
56941     | invalid | -             | 56941
56942     | invalid | -             | 56942
56943     | invalid | -             | 56943
56944     | invalid | -             | 56944
56945     | invalid | -             | 56945
56946     | invalid | -             | 56946
56947     | invalid | -             | 56947
56948     | invalid | -             | 56948
56949     | invalid | -             | 56949
56950     | invalid | -             | 56950
56951     | invalid | -             | 56951
56952     | invalid | -             | 56952
56953     | invalid | -             | 56953
56954     | invalid | -             | 56954
56955     | invalid | -             | 56955
56956     | invalid | -             | 56956
56957     | invalid | -             | 56957
56958     | invalid | -             | 56958
56959     | invalid | -             | 56959
56960     | invalid | -             | 56960
56961     | invalid | -             | 56961
56962     | invalid | -             | 56962
56963     | invalid | -             | 56963
56964     | invalid | -             | 56964
56965     | invalid | -             | 56965
56966     | invalid | -             | 56966
56967     | invalid | -             | 56967
56968     | invalid | -             | 56968
56969     | invalid | -             | 56969
56970     | invalid | -             | 56970
56971     | invalid | -             | 56971
56972     | invalid | -             | 56972
56973     | invalid | -             | 56973
56974     | invalid | -             | 56974
56975     | invalid | -             | 56975
56976     | invalid | -             | 56976
56977     | invalid | -             | 56977
56978     | invalid | -             | 56978
56979     | invalid | -             | 56979
56980     | invalid | -             | 56980
56981     | invalid | -             | 56981
56982     | invalid | -             | 56982
56983     | invalid | -             | 56983
56984     | invalid | -             | 56984
56985     | invalid | -             | 56985
56986     | invalid | -             | 56986
56987     | invalid | -             | 56987
56988     | invalid | -             | 56988
56989     | invalid | -             | 56989
56990     | invalid | -             | 56990
56991     | invalid | -             | 56991
56992     | invalid | -             | 56992
56993     | invalid | -             | 56993
56994     | invalid | -             | 56994
56995     | invalid | -             | 56995
56996     | invalid | -             | 56996
56997     | invalid | -             | 56997
56998     | invalid | -             | 56998
56999     | invalid | -             | 56999
57000     | invalid | -             | 57000
57001     | invalid | -             | 57001
57002     | invalid | -             | 57002
57003     | invalid | -             | 57003
57004     | invalid | -             | 57004
57005     | invalid | -             | 57005
57006     | invalid | -             | 57006
57007     | invalid | -             | 57007
57008     | invalid | -             | 57008
57009     | invalid | -             | 57009
57010     | invalid | -             | 57010
57011     | invalid | -             | 57011
57012     | invalid | -             | 57012
57013     | invalid | -             | 57013
57014     | invalid | -             | 57014
57015     | invalid | -             | 57015
57016     | invalid | -             | 57016
57017     | invalid | -             | 57017
57018     | invalid | -             | 57018
57019     | invalid | -             | 57019
57020     | invalid | -             | 57020
57021     | invalid | -             | 57021
57022     | invalid | -             | 57022
57023     | invalid | -             | 57023
57024     | invalid | -             | 57024
57025     | invalid | -             | 57025
57026     | invalid | -             | 57026
57027     | invalid | -             | 57027
57028     | invalid | -             | 57028
57029     | invalid | -             | 57029
57030     | invalid | -             | 57030
57031     | invalid | -             | 57031
57032     | invalid | -             | 57032
57033     | invalid | -             | 57033
57034     | invalid | -             | 57034
57035     | invalid | -             | 57035
57036     | invalid | -             | 57036
57037     | invalid | -             | 57037
57038     | invalid | -             | 57038
57039     | invalid | -             | 57039
57040     | invalid | -             | 57040
57041     | invalid | -             | 57041
57042     | invalid | -             | 57042
57043     | invalid | -             | 57043
57044     | invalid | -             | 57044
57045     | invalid | -             | 57045
57046     | invalid | -             | 57046
57047     | invalid | -             | 57047
57048     | invalid | -             | 57048
57049     | invalid | -             | 57049
57050     | invalid | -             | 57050
57051     | invalid | -             | 57051
57052     | invalid | -             | 57052
57053     | invalid | -             | 57053
57054     | invalid | -             | 57054
57055     | invalid | -             | 57055
57056     | invalid | -             | 57056
57057     | invalid | -             | 57057
57058     | invalid | -             | 57058
57059     | invalid | -             | 57059
57060     | invalid | -             | 57060
57061     | invalid | -             | 57061
57062     | invalid | -             | 57062
57063     | invalid | -             | 57063
57064     | invalid | -             | 57064
57065     | invalid | -             | 57065
57066     | invalid | -             | 57066
57067     | invalid | -             | 57067
57068     | invalid | -             | 57068
57069     | invalid | -             | 57069
57070     | invalid | -             | 57070
57071     | invalid | -             | 57071
57072     | invalid | -             | 57072
57073     | invalid | -             | 57073
57074     | invalid | -             | 57074
57075     | invalid | -             | 57075
57076     | invalid | -             | 57076
57077     | invalid | -             | 57077
57078     | invalid | -             | 57078
57079     | invalid | -             | 57079
57080     | invalid | -             | 57080
57081     | invalid | -             | 57081
57082     | invalid | -             | 57082
57083     | invalid | -             | 57083
57084     | invalid | -             | 57084
57085     | invalid | -             | 57085
57086     | invalid | -             | 57086
57087     | invalid | -             | 57087
57088     | invalid | -             | 57088
57089     | invalid | -             | 57089
57090     | invalid | -             | 57090
57091     | invalid | -             | 57091
57092     | invalid | -             | 57092
57093     | invalid | -             | 57093
57094     | invalid | -             | 57094
57095     | invalid | -             | 57095
57096     | invalid | -             | 57096
57097     | invalid | -             | 57097
57098     | invalid | -             | 57098
57099     | invalid | -             | 57099
57100     | invalid | -             | 57100
57101     | invalid | -             | 57101
57102     | invalid | -             | 57102
57103     | invalid | -             | 57103
57104     | invalid | -             | 57104
57105     | invalid | -             | 57105
57106     | invalid | -             | 57106
57107     | invalid | -             | 57107
57108     | invalid | -             | 57108
57109     | invalid | -             | 57109
57110     | invalid | -             | 57110
57111     | invalid | -             | 57111
57112     | invalid | -             | 57112
57113     | invalid | -             | 57113
57114     | invalid | -             | 57114
57115     | invalid | -             | 57115
57116     | invalid | -             | 57116
57117     | invalid | -             | 57117
57118     | invalid | -             | 57118
57119     | invalid | -             | 57119
57120     | invalid | -             | 57120
57121     | invalid | -             | 57121
57122     | invalid | -             | 57122
57123     | invalid | -             | 57123
57124     | invalid | -             | 57124
57125     | invalid | -             | 57125
57126     | invalid | -             | 57126
57127     | invalid | -             | 57127
57128     | invalid | -             | 57128
57129     | invalid | -             | 57129
57130     | invalid | -             | 57130
57131     | invalid | -             | 57131
57132     | invalid | -             | 57132
57133     | invalid | -             | 57133
57134     | invalid | -             | 57134
57135     | invalid | -             | 57135
57136     | invalid | -             | 57136
57137     | invalid | -             | 57137
57138     | invalid | -             | 57138
57139     | invalid | -             | 57139
57140     | invalid | -             | 57140
57141     | invalid | -             | 57141
57142     | invalid | -             | 57142
57143     | invalid | -             | 57143
57144     | invalid | -             | 57144
57145     | invalid | -             | 57145
57146     | invalid | -             | 57146
57147     | invalid | -             | 57147
57148     | invalid | -             | 57148
57149     | invalid | -             | 57149
57150     | invalid | -             | 57150
57151     | invalid | -             | 57151
57152     | invalid | -             | 57152
57153     | invalid | -             | 57153
57154     | invalid | -             | 57154
57155     | invalid | -             | 57155
57156     | invalid | -             | 57156
57157     | invalid | -             | 57157
57158     | invalid | -             | 57158
57159     | invalid | -             | 57159
57160     | invalid | -             | 57160
57161     | invalid | -             | 57161
57162     | invalid | -             | 57162
57163     | invalid | -             | 57163
57164     | invalid | -             | 57164
57165     | invalid | -             | 57165
57166     | invalid | -             | 57166
57167     | invalid | -             | 57167
57168     | invalid | -             | 57168
57169     | invalid | -             | 57169
57170     | invalid | -             | 57170
57171     | invalid | -             | 57171
57172     | invalid | -             | 57172
57173     | invalid | -             | 57173
57174     | invalid | -             | 57174
57175     | invalid | -             | 57175
57176     | invalid | -             | 57176
57177     | invalid | -             | 57177
57178     | invalid | -             | 57178
57179     | invalid | -             | 57179
57180     | invalid | -             | 57180
57181     | invalid | -             | 57181
57182     | invalid | -             | 57182
57183     | invalid | -             | 57183
57184     | invalid | -             | 57184
57185     | invalid | -             | 57185
57186     | invalid | -             | 57186
57187     | invalid | -             | 57187
57188     | invalid | -             | 57188
57189     | invalid | -             | 57189
57190     | invalid | -             | 57190
57191     | invalid | -             | 57191
57192     | invalid | -             | 57192
57193     | invalid | -             | 57193
57194     | invalid | -             | 57194
57195     | invalid | -             | 57195
57196     | invalid | -             | 57196
57197     | invalid | -             | 57197
57198     | invalid | -             | 57198
57199     | invalid | -             | 57199
57200     | invalid | -             | 57200
57201     | invalid | -             | 57201
57202     | invalid | -             | 57202
57203     | invalid | -             | 57203
57204     | invalid | -             | 57204
57205     | invalid | -             | 57205
57206     | invalid | -             | 57206
57207     | invalid | -             | 57207
57208     | invalid | -             | 57208
57209     | invalid | -             | 57209
57210     | invalid | -             | 57210
57211     | invalid | -             | 57211
57212     | invalid | -             | 57212
57213     | invalid | -             | 57213
57214     | invalid | -             | 57214
57215     | invalid | -             | 57215
57216     | invalid | -             | 57216
57217     | invalid | -             | 57217
57218     | invalid | -             | 57218
57219     | invalid | -             | 57219
57220     | invalid | -             | 57220
57221     | invalid | -             | 57221
57222     | invalid | -             | 57222
57223     | invalid | -             | 57223
57224     | invalid | -             | 57224
57225     | invalid | -             | 57225
57226     | invalid | -             | 57226
57227     | invalid | -             | 57227
57228     | invalid | -             | 57228
57229     | invalid | -             | 57229
57230     | invalid | -             | 57230
57231     | invalid | -             | 57231
57232     | invalid | -             | 57232
57233     | invalid | -             | 57233
57234     | invalid | -             | 57234
57235     | invalid | -             | 57235
57236     | invalid | -             | 57236
57237     | invalid | -             | 57237
57238     | invalid | -             | 57238
57239     | invalid | -             | 57239
57240     | invalid | -             | 57240
57241     | invalid | -             | 57241
57242     | invalid | -             | 57242
57243     | invalid | -             | 57243
57244     | invalid | -             | 57244
57245     | invalid | -             | 57245
57246     | invalid | -             | 57246
57247     | invalid | -             | 57247
57248     | invalid | -             | 57248
57249     | invalid | -             | 57249
57250     | invalid | -             | 57250
57251     | invalid | -             | 57251
57252     | invalid | -             | 57252
57253     | invalid | -             | 57253
57254     | invalid | -             | 57254
57255     | invalid | -             | 57255
57256     | invalid | -             | 57256
57257     | invalid | -             | 57257
57258     | invalid | -             | 57258
57259     | invalid | -             | 57259
57260     | invalid | -             | 57260
57261     | invalid | -             | 57261
57262     | invalid | -             | 57262
57263     | invalid | -             | 57263
57264     | invalid | -             | 57264
57265     | invalid | -             | 57265
57266     | invalid | -             | 57266
57267     | invalid | -             | 57267
57268     | invalid | -             | 57268
57269     | invalid | -             | 57269
57270     | invalid | -             | 57270
57271     | invalid | -             | 57271
57272     | invalid | -             | 57272
57273     | invalid | -             | 57273
57274     | invalid | -             | 57274
57275     | invalid | -             | 57275
57276     | invalid | -             | 57276
57277     | invalid | -             | 57277
57278     | invalid | -             | 57278
57279     | invalid | -             | 57279
57280     | invalid | -             | 57280
57281     | invalid | -             | 57281
57282     | invalid | -             | 57282
57283     | invalid | -             | 57283
57284     | invalid | -             | 57284
57285     | invalid | -             | 57285
57286     | invalid | -             | 57286
57287     | invalid | -             | 57287
57288     | invalid | -             | 57288
57289     | invalid | -             | 57289
57290     | invalid | -             | 57290
57291     | invalid | -             | 57291
57292     | invalid | -             | 57292
57293     | invalid | -             | 57293
57294     | invalid | -             | 57294
57295     | invalid | -             | 57295
57296     | invalid | -             | 57296
57297     | invalid | -             | 57297
57298     | invalid | -             | 57298
57299     | invalid | -             | 57299
57300     | invalid | -             | 57300
57301     | invalid | -             | 57301
57302     | invalid | -             | 57302
57303     | invalid | -             | 57303
57304     | invalid | -             | 57304
57305     | invalid | -             | 57305
57306     | invalid | -             | 57306
57307     | invalid | -             | 57307
57308     | invalid | -             | 57308
57309     | invalid | -             | 57309
57310     | invalid | -             | 57310
57311     | invalid | -             | 57311
57312     | invalid | -             | 57312
57313     | invalid | -             | 57313
57314     | invalid | -             | 57314
57315     | invalid | -             | 57315
57316     | invalid | -             | 57316
57317     | invalid | -             | 57317
57318     | invalid | -             | 57318
57319     | invalid | -             | 57319
57320     | invalid | -             | 57320
57321     | invalid | -             | 57321
57322     | invalid | -             | 57322
57323     | invalid | -             | 57323
57324     | invalid | -             | 57324
57325     | invalid | -             | 57325
57326     | invalid | -             | 57326
57327     | invalid | -             | 57327
57328     | invalid | -             | 57328
57329     | invalid | -             | 57329
57330     | invalid | -             | 57330
57331     | invalid | -             | 57331
57332     | invalid | -             | 57332
57333     | invalid | -             | 57333
57334     | invalid | -             | 57334
57335     | invalid | -             | 57335
57336     | invalid | -             | 57336
57337     | invalid | -             | 57337
57338     | invalid | -             | 57338
57339     | invalid | -             | 57339
57340     | invalid | -             | 57340
57341     | invalid | -             | 57341
57342     | invalid | -             | 57342
57343     | invalid | -             | 57343
64256     | ﬀ       | 70,102        | 70,70
64257     | ﬁ       | 70,105        | 70,73
64258     | ﬂ       | 70,108        | 70,76
64259     | ﬃ       | 70,102,105    | 70,70,73
64260     | ﬄ       | 70,102,108    | 70,70,76
64261     | ﬅ       | 83,116        | 83,84
64262     | ﬆ       | 83,116        | 83,84
64275     | ﬓ       | 1348,1398     | 1348,1350
64276     | ﬔ       | 1348,1381     | 1348,1333
64277     | ﬕ       | 1348,1387     | 1348,1339
64278     | ﬖ       | 1358,1398     | 1358,1350
64279     | ﬗ       | 1348,1389     | 1348,1341
68976     | 𐵰       | 68976         | 68944
68977     | 𐵱       | 68977         | 68945
68978     | 𐵲       | 68978         | 68946
68979     | 𐵳       | 68979         | 68947
68980     | 𐵴       | 68980         | 68948
68981     | 𐵵       | 68981         | 68949
68982     | 𐵶       | 68982         | 68950
68983     | 𐵷       | 68983         | 68951
68984     | 𐵸       | 68984         | 68952
68985     | 𐵹       | 68985         | 68953
68986     | 𐵺       | 68986         | 68954
68987     | 𐵻       | 68987         | 68955
68988     | 𐵼       | 68988         | 68956
68989     | 𐵽       | 68989         | 68957
68990     | 𐵾       | 68990         | 68958
68991     | 𐵿       | 68991         | 68959
68992     | 𐶀       | 68992         | 68960
68993     | 𐶁       | 68993         | 68961
68994     | 𐶂       | 68994         | 68962
68995     | 𐶃       | 68995         | 68963
68996     | 𐶄       | 68996         | 68964
68997     | 𐶅       | 68997         | 68965
